id,product_name,product_category,product_vendor,product_manufacturing_date,product_expiry_date
1396,Product_1753224294,Electronics,Vendor D,2025-07-22 17:44:54.071971+00:00,2026-07-01 17:44:54.071971+00:00
1397,Product_1753224299,Electronics,Vendor A,2025-07-22 17:44:59.078247+00:00,2025-12-28 17:44:59.078247+00:00
1398,Product_1753224304,Toys,Vendor B,2025-07-22 17:45:04.088150+00:00,2026-03-10 17:45:04.088150+00:00
1399,Product_1753224309,Electronics,Vendor B,2025-07-22 17:45:09.097426+00:00,2025-11-29 17:45:09.097426+00:00
1400,Product_1753224314,Electronics,Vendor B,2025-07-22 17:45:14.110468+00:00,2026-03-28 17:45:14.110468+00:00
1401,Product_1753224319,Clothing,Vendor C,2025-07-22 17:45:19.116497+00:00,2026-04-08 17:45:19.116497+00:00
1402,Product_1753224324,Electronics,Vendor C,2025-07-22 17:45:24.131187+00:00,2025-08-24 17:45:24.131187+00:00
1403,Product_1753224329,Books,Vendor D,2025-07-22 17:45:29.160561+00:00,2025-09-04 17:45:29.160561+00:00
1404,Product_1753224334,Electronics,Vendor D,2025-07-22 17:45:34.215302+00:00,2025-09-14 17:45:34.215302+00:00
1405,Product_1753224339,Books,Vendor A,2025-07-22 17:45:39.359899+00:00,2025-10-05 17:45:39.359899+00:00
1406,Product_1753224344,Books,Vendor C,2025-07-22 17:45:44.369826+00:00,2025-12-05 17:45:44.369826+00:00
1407,Product_1753224349,Clothing,Vendor D,2025-07-22 17:45:49.375646+00:00,2026-04-05 17:45:49.375646+00:00
1408,Product_1753224354,Clothing,Vendor C,2025-07-22 17:45:54.381822+00:00,2026-02-19 17:45:54.381822+00:00
1409,Product_1753224359,Clothing,Vendor B,2025-07-22 17:45:59.392501+00:00,2026-04-09 17:45:59.392501+00:00
1410,Product_1753224364,Electronics,Vendor A,2025-07-22 17:46:04.403820+00:00,2025-09-15 17:46:04.403820+00:00
1411,Product_1753224369,Books,Vendor C,2025-07-22 17:46:09.409765+00:00,2025-12-14 17:46:09.409765+00:00
1412,Product_1753224374,Clothing,Vendor A,2025-07-22 17:46:14.421410+00:00,2026-07-15 17:46:14.421410+00:00
1413,Product_1753224379,Books,Vendor A,2025-07-22 17:46:19.432756+00:00,2025-10-30 17:46:19.432756+00:00
1414,Product_1753224384,Clothing,Vendor A,2025-07-22 17:46:24.437471+00:00,2026-06-04 17:46:24.437471+00:00
1415,Product_1753224389,Toys,Vendor B,2025-07-22 17:46:29.448733+00:00,2026-07-04 17:46:29.448733+00:00
1416,Product_1753224394,Books,Vendor E,2025-07-22 17:46:34.459376+00:00,2025-10-21 17:46:34.459376+00:00
1417,Product_1753224399,Books,Vendor E,2025-07-22 17:46:39.464326+00:00,2025-12-24 17:46:39.464326+00:00
1418,Product_1753224404,Toys,Vendor C,2025-07-22 17:46:44.476283+00:00,2026-06-25 17:46:44.476283+00:00
1419,Product_1753224409,Books,Vendor C,2025-07-22 17:46:49.487240+00:00,2026-02-26 17:46:49.487240+00:00
1420,Product_1753224414,Clothing,Vendor B,2025-07-22 17:46:54.496258+00:00,2025-10-24 17:46:54.496258+00:00
1421,Product_1753224419,Electronics,Vendor B,2025-07-22 17:46:59.510789+00:00,2025-10-06 17:46:59.510789+00:00
1422,Product_1753224424,Electronics,Vendor D,2025-07-22 17:47:04.523287+00:00,2026-05-08 17:47:04.523287+00:00
1423,Product_1753224429,Electronics,Vendor C,2025-07-22 17:47:09.532899+00:00,2025-11-02 17:47:09.532899+00:00
1424,Product_1753224434,Grocery,Vendor A,2025-07-22 17:47:14.544590+00:00,2025-12-31 17:47:14.544590+00:00
1425,Product_1753224439,Clothing,Vendor B,2025-07-22 17:47:19.555671+00:00,2025-09-28 17:47:19.555671+00:00
1426,Product_1753224444,Books,Vendor C,2025-07-22 17:47:24.566205+00:00,2025-08-24 17:47:24.566205+00:00
1427,Product_1753224449,Clothing,Vendor A,2025-07-22 17:47:29.577335+00:00,2026-06-18 17:47:29.577335+00:00
1428,Product_1753224454,Clothing,Vendor A,2025-07-22 17:47:34.586641+00:00,2025-09-03 17:47:34.586641+00:00
1429,Product_1753224459,Books,Vendor B,2025-07-22 17:47:39.595870+00:00,2025-09-09 17:47:39.595870+00:00
1430,Product_1753224464,Books,Vendor E,2025-07-22 17:47:44.606428+00:00,2026-06-07 17:47:44.606428+00:00
1431,Product_1753224469,Toys,Vendor B,2025-07-22 17:47:49.617800+00:00,2026-02-22 17:47:49.617800+00:00
1432,Product_1753224474,Clothing,Vendor A,2025-07-22 17:47:54.629129+00:00,2026-01-30 17:47:54.629129+00:00
1433,Product_1753224479,Electronics,Vendor E,2025-07-22 17:47:59.638859+00:00,2026-03-19 17:47:59.638859+00:00
1434,Product_1753224484,Books,Vendor B,2025-07-22 17:48:04.650538+00:00,2026-05-02 17:48:04.650538+00:00
1435,Product_1753224489,Clothing,Vendor B,2025-07-22 17:48:09.664244+00:00,2025-11-07 17:48:09.664244+00:00
1436,Product_1753224494,Grocery,Vendor B,2025-07-22 17:48:14.668784+00:00,2026-06-16 17:48:14.668784+00:00
1437,Product_1753224499,Toys,Vendor A,2025-07-22 17:48:19.677969+00:00,2026-07-10 17:48:19.677969+00:00
1438,Product_1753224504,Books,Vendor D,2025-07-22 17:48:24.687449+00:00,2025-11-01 17:48:24.687449+00:00
1439,Product_1753224509,Electronics,Vendor B,2025-07-22 17:48:29.698578+00:00,2025-12-05 17:48:29.698578+00:00
1440,Product_1753224514,Clothing,Vendor C,2025-07-22 17:48:34.708496+00:00,2025-11-27 17:48:34.708496+00:00
1441,Product_1753224519,Books,Vendor D,2025-07-22 17:48:39.717414+00:00,2026-01-07 17:48:39.717414+00:00
1442,Product_1753224524,Books,Vendor B,2025-07-22 17:48:44.723206+00:00,2025-11-21 17:48:44.723206+00:00
1443,Product_1753224529,Books,Vendor B,2025-07-22 17:48:49.731752+00:00,2025-12-04 17:48:49.731752+00:00
1444,Product_1753224534,Electronics,Vendor E,2025-07-22 17:48:54.737366+00:00,2026-05-14 17:48:54.737366+00:00
1445,Product_1753224539,Electronics,Vendor A,2025-07-22 17:48:59.742609+00:00,2025-09-01 17:48:59.742609+00:00
1446,Product_1753224544,Grocery,Vendor A,2025-07-22 17:49:04.753261+00:00,2026-01-31 17:49:04.753261+00:00
1447,Product_1753224549,Electronics,Vendor C,2025-07-22 17:49:09.762501+00:00,2025-11-30 17:49:09.762501+00:00
1448,Product_1753224554,Clothing,Vendor E,2025-07-22 17:49:14.768622+00:00,2026-02-01 17:49:14.768622+00:00
1449,Product_1753224559,Toys,Vendor C,2025-07-22 17:49:19.777301+00:00,2026-01-12 17:49:19.777301+00:00
1450,Product_1753224564,Electronics,Vendor C,2025-07-22 17:49:24.786799+00:00,2025-09-29 17:49:24.786799+00:00
1451,Product_1753224569,Grocery,Vendor B,2025-07-22 17:49:29.792375+00:00,2025-12-09 17:49:29.792375+00:00
1452,Product_1753224574,Clothing,Vendor D,2025-07-22 17:49:34.798115+00:00,2026-03-31 17:49:34.798115+00:00
1453,Product_1753224579,Electronics,Vendor A,2025-07-22 17:49:39.808905+00:00,2026-01-23 17:49:39.808905+00:00
1454,Product_1753224584,Grocery,Vendor A,2025-07-22 17:49:44.813782+00:00,2026-06-12 17:49:44.813782+00:00
1455,Product_1753224589,Books,Vendor B,2025-07-22 17:49:49.823706+00:00,2025-11-10 17:49:49.823706+00:00
1456,Product_1753224594,Electronics,Vendor B,2025-07-22 17:49:54.832393+00:00,2026-02-14 17:49:54.832393+00:00
1457,Product_1753224599,Electronics,Vendor D,2025-07-22 17:49:59.837598+00:00,2026-06-30 17:49:59.837598+00:00
1458,Product_1753224604,Toys,Vendor A,2025-07-22 17:50:04.846787+00:00,2026-04-16 17:50:04.846787+00:00
1459,Product_1753224609,Clothing,Vendor B,2025-07-22 17:50:09.856029+00:00,2026-03-22 17:50:09.856029+00:00
1460,Product_1753224614,Electronics,Vendor E,2025-07-22 17:50:14.861745+00:00,2026-02-22 17:50:14.861745+00:00
1461,Product_1753224619,Books,Vendor C,2025-07-22 17:50:19.872368+00:00,2026-03-02 17:50:19.872368+00:00
1462,Product_1753224624,Clothing,Vendor D,2025-07-22 17:50:24.882528+00:00,2025-10-18 17:50:24.882528+00:00
1463,Product_1753224629,Grocery,Vendor B,2025-07-22 17:50:29.891249+00:00,2026-05-16 17:50:29.891249+00:00
1464,Product_1753224634,Clothing,Vendor D,2025-07-22 17:50:34.900765+00:00,2025-12-02 17:50:34.900765+00:00
1465,Product_1753224639,Toys,Vendor C,2025-07-22 17:50:39.910666+00:00,2026-06-14 17:50:39.910666+00:00
1466,Product_1753224644,Toys,Vendor D,2025-07-22 17:50:44.916770+00:00,2025-12-10 17:50:44.916770+00:00
1467,Product_1753224649,Electronics,Vendor B,2025-07-22 17:50:49.929994+00:00,2025-12-09 17:50:49.929994+00:00
1468,Product_1753224654,Electronics,Vendor D,2025-07-22 17:50:54.936063+00:00,2025-09-13 17:50:54.936063+00:00
1469,Product_1753224659,Clothing,Vendor A,2025-07-22 17:50:59.944876+00:00,2026-03-03 17:50:59.944876+00:00
1470,Product_1753224664,Electronics,Vendor B,2025-07-22 17:51:04.949385+00:00,2026-05-23 17:51:04.949385+00:00
1471,Product_1753224669,Clothing,Vendor C,2025-07-22 17:51:09.959163+00:00,2025-08-31 17:51:09.959163+00:00
1472,Product_1753224674,Books,Vendor E,2025-07-22 17:51:14.968458+00:00,2025-09-02 17:51:14.968458+00:00
1473,Product_1753224679,Grocery,Vendor A,2025-07-22 17:51:19.979522+00:00,2026-01-06 17:51:19.979522+00:00
1474,Product_1753224684,Grocery,Vendor C,2025-07-22 17:51:24.989970+00:00,2026-05-10 17:51:24.989970+00:00
1475,Product_1753224689,Toys,Vendor E,2025-07-22 17:51:29.999533+00:00,2025-08-27 17:51:29.999533+00:00
1476,Product_1753224695,Clothing,Vendor B,2025-07-22 17:51:35.004611+00:00,2026-02-09 17:51:35.004611+00:00
1477,Product_1753224700,Books,Vendor C,2025-07-22 17:51:40.019421+00:00,2025-12-10 17:51:40.019421+00:00
1478,Product_1753224705,Books,Vendor E,2025-07-22 17:51:45.028907+00:00,2026-07-20 17:51:45.028907+00:00
1479,Product_1753224710,Electronics,Vendor C,2025-07-22 17:51:50.040099+00:00,2026-03-04 17:51:50.040099+00:00
1480,Product_1753224715,Electronics,Vendor E,2025-07-22 17:51:55.050188+00:00,2025-11-28 17:51:55.050188+00:00
1481,Product_1753224720,Toys,Vendor C,2025-07-22 17:52:00.055900+00:00,2025-10-04 17:52:00.055900+00:00
1482,Product_1753224725,Electronics,Vendor C,2025-07-22 17:52:05.068311+00:00,2025-09-11 17:52:05.068311+00:00
1483,Product_1753224730,Electronics,Vendor B,2025-07-22 17:52:10.079393+00:00,2026-06-17 17:52:10.079393+00:00
1484,Product_1753224735,Grocery,Vendor D,2025-07-22 17:52:15.089425+00:00,2026-05-22 17:52:15.089425+00:00
1485,Product_1753224740,Electronics,Vendor C,2025-07-22 17:52:20.093865+00:00,2026-06-28 17:52:20.093865+00:00
1486,Product_1753224745,Clothing,Vendor E,2025-07-22 17:52:25.104885+00:00,2026-04-23 17:52:25.104885+00:00
1487,Product_1753224750,Books,Vendor C,2025-07-22 17:52:30.114944+00:00,2025-09-20 17:52:30.114944+00:00
1488,Product_1753224755,Toys,Vendor D,2025-07-22 17:52:35.125587+00:00,2026-06-02 17:52:35.125587+00:00
1489,Product_1753224760,Toys,Vendor A,2025-07-22 17:52:40.135286+00:00,2026-06-15 17:52:40.135286+00:00
1490,Product_1753224765,Clothing,Vendor C,2025-07-22 17:52:45.145354+00:00,2026-04-07 17:52:45.145354+00:00
1491,Product_1753224770,Grocery,Vendor A,2025-07-22 17:52:50.156315+00:00,2026-03-28 17:52:50.156315+00:00
1492,Product_1753224775,Toys,Vendor E,2025-07-22 17:52:55.167000+00:00,2025-12-20 17:52:55.167000+00:00
1493,Product_1753224780,Toys,Vendor C,2025-07-22 17:53:00.172496+00:00,2026-03-06 17:53:00.172496+00:00
1494,Product_1753224785,Toys,Vendor B,2025-07-22 17:53:05.178747+00:00,2026-07-21 17:53:05.178747+00:00
1495,Product_1753224790,Grocery,Vendor C,2025-07-22 17:53:10.190296+00:00,2025-09-17 17:53:10.190296+00:00
1496,Product_1753224795,Books,Vendor B,2025-07-22 17:53:15.202749+00:00,2025-09-04 17:53:15.202749+00:00
1497,Product_1753224800,Electronics,Vendor E,2025-07-22 17:53:20.208911+00:00,2026-04-20 17:53:20.208911+00:00
1498,Product_1753224805,Grocery,Vendor A,2025-07-22 17:53:25.214294+00:00,2026-06-21 17:53:25.214294+00:00
1499,Product_1753224810,Books,Vendor A,2025-07-22 17:53:30.223085+00:00,2026-03-07 17:53:30.223085+00:00
1500,Product_1753224815,Grocery,Vendor E,2025-07-22 17:53:35.228787+00:00,2026-05-25 17:53:35.228787+00:00
1501,Product_1753224820,Toys,Vendor C,2025-07-22 17:53:40.239953+00:00,2026-01-31 17:53:40.239953+00:00
1502,Product_1753224825,Grocery,Vendor C,2025-07-22 17:53:45.254662+00:00,2026-01-13 17:53:45.254662+00:00
1503,Product_1753224830,Electronics,Vendor A,2025-07-22 17:53:50.260297+00:00,2026-05-29 17:53:50.260297+00:00
1504,Product_1753224835,Books,Vendor B,2025-07-22 17:53:55.272719+00:00,2026-07-16 17:53:55.272719+00:00
1505,Product_1753224840,Electronics,Vendor C,2025-07-22 17:54:00.283234+00:00,2026-01-09 17:54:00.283234+00:00
1506,Product_1753224845,Grocery,Vendor B,2025-07-22 17:54:05.287515+00:00,2026-01-21 17:54:05.287515+00:00
1507,Product_1753224850,Clothing,Vendor C,2025-07-22 17:54:10.292347+00:00,2026-06-10 17:54:10.292347+00:00
1508,Product_1753224855,Toys,Vendor E,2025-07-22 17:54:15.304482+00:00,2025-11-08 17:54:15.304482+00:00
1509,Product_1753224860,Toys,Vendor D,2025-07-22 17:54:20.314586+00:00,2025-12-24 17:54:20.314586+00:00
1510,Product_1753224865,Toys,Vendor D,2025-07-22 17:54:25.325914+00:00,2026-03-28 17:54:25.325914+00:00
1511,Product_1753224870,Electronics,Vendor C,2025-07-22 17:54:30.337017+00:00,2026-04-15 17:54:30.337017+00:00
1512,Product_1753224875,Electronics,Vendor B,2025-07-22 17:54:35.346864+00:00,2025-08-26 17:54:35.346864+00:00
1513,Product_1753224880,Grocery,Vendor C,2025-07-22 17:54:40.357596+00:00,2025-12-13 17:54:40.357596+00:00
1514,Product_1753224885,Toys,Vendor D,2025-07-22 17:54:45.369193+00:00,2025-11-15 17:54:45.369193+00:00
1515,Product_1753224890,Books,Vendor C,2025-07-22 17:54:50.378700+00:00,2026-01-06 17:54:50.378700+00:00
1516,Product_1753224895,Electronics,Vendor D,2025-07-22 17:54:55.390013+00:00,2025-12-30 17:54:55.390013+00:00
1517,Product_1753224900,Toys,Vendor B,2025-07-22 17:55:00.402250+00:00,2026-01-09 17:55:00.402250+00:00
1518,Product_1753224905,Toys,Vendor E,2025-07-22 17:55:05.412366+00:00,2026-03-08 17:55:05.412366+00:00
1519,Product_1753224910,Clothing,Vendor D,2025-07-22 17:55:10.423838+00:00,2026-03-06 17:55:10.423838+00:00
1520,Product_1753224915,Toys,Vendor B,2025-07-22 17:55:15.434947+00:00,2025-10-03 17:55:15.434947+00:00
1521,Product_1753224920,Electronics,Vendor E,2025-07-22 17:55:20.446707+00:00,2025-12-21 17:55:20.446707+00:00
1522,Product_1753224925,Electronics,Vendor E,2025-07-22 17:55:25.458038+00:00,2026-06-25 17:55:25.458038+00:00
1523,Product_1753224930,Clothing,Vendor D,2025-07-22 17:55:30.466452+00:00,2026-07-19 17:55:30.466452+00:00
1524,Product_1753224935,Toys,Vendor E,2025-07-22 17:55:35.478264+00:00,2026-02-04 17:55:35.478264+00:00
1525,Product_1753224940,Clothing,Vendor C,2025-07-22 17:55:40.483613+00:00,2026-01-21 17:55:40.483613+00:00
1526,Product_1753224945,Books,Vendor A,2025-07-22 17:55:45.488450+00:00,2025-09-17 17:55:45.488450+00:00
1527,Product_1753224950,Clothing,Vendor B,2025-07-22 17:55:50.493773+00:00,2026-02-05 17:55:50.493773+00:00
1528,Product_1753224955,Clothing,Vendor B,2025-07-22 17:55:55.498450+00:00,2026-04-09 17:55:55.498450+00:00
1529,Product_1753224960,Books,Vendor E,2025-07-22 17:56:00.508776+00:00,2026-01-16 17:56:00.508776+00:00
1530,Product_1753224965,Books,Vendor D,2025-07-22 17:56:05.519112+00:00,2025-11-03 17:56:05.519112+00:00
1531,Product_1753224970,Toys,Vendor A,2025-07-22 17:56:10.524665+00:00,2026-06-30 17:56:10.524665+00:00
1532,Product_1753224975,Electronics,Vendor E,2025-07-22 17:56:15.534479+00:00,2026-02-22 17:56:15.534479+00:00
1533,Product_1753224980,Books,Vendor A,2025-07-22 17:56:20.550693+00:00,2026-04-30 17:56:20.550693+00:00
1534,Product_1753224985,Clothing,Vendor B,2025-07-22 17:56:25.556875+00:00,2026-04-20 17:56:25.556875+00:00
1535,Product_1753224990,Toys,Vendor A,2025-07-22 17:56:30.566866+00:00,2025-10-05 17:56:30.566866+00:00
1536,Product_1753224995,Grocery,Vendor A,2025-07-22 17:56:35.577220+00:00,2025-11-17 17:56:35.577220+00:00
1537,Product_1753225000,Toys,Vendor C,2025-07-22 17:56:40.583036+00:00,2026-05-06 17:56:40.583036+00:00
1538,Product_1753225005,Clothing,Vendor E,2025-07-22 17:56:45.592592+00:00,2025-11-16 17:56:45.592592+00:00
1539,Product_1753225010,Electronics,Vendor E,2025-07-22 17:56:50.601036+00:00,2026-04-08 17:56:50.601036+00:00
1540,Product_1753225015,Grocery,Vendor A,2025-07-22 17:56:55.608400+00:00,2025-11-29 17:56:55.608400+00:00
1541,Product_1753225020,Toys,Vendor B,2025-07-22 17:57:00.615576+00:00,2025-08-24 17:57:00.615576+00:00
1542,Product_1753225025,Books,Vendor A,2025-07-22 17:57:05.626032+00:00,2025-11-08 17:57:05.626032+00:00
1543,Product_1753225030,Grocery,Vendor A,2025-07-22 17:57:10.631898+00:00,2026-05-29 17:57:10.631898+00:00
1544,Product_1753225035,Electronics,Vendor D,2025-07-22 17:57:15.642062+00:00,2025-10-24 17:57:15.642062+00:00
1545,Product_1753225040,Grocery,Vendor E,2025-07-22 17:57:20.652695+00:00,2026-02-18 17:57:20.652695+00:00
1546,Product_1753225045,Electronics,Vendor B,2025-07-22 17:57:25.661532+00:00,2025-09-15 17:57:25.661532+00:00
1547,Product_1753225050,Clothing,Vendor E,2025-07-22 17:57:30.671083+00:00,2026-02-03 17:57:30.671083+00:00
1548,Product_1753225055,Toys,Vendor B,2025-07-22 17:57:35.681369+00:00,2026-06-27 17:57:35.681369+00:00
1549,Product_1753225060,Books,Vendor A,2025-07-22 17:57:40.690670+00:00,2026-03-03 17:57:40.690670+00:00
1550,Product_1753225065,Clothing,Vendor D,2025-07-22 17:57:45.702084+00:00,2026-01-08 17:57:45.702084+00:00
1551,Product_1753225070,Grocery,Vendor D,2025-07-22 17:57:50.707878+00:00,2025-08-26 17:57:50.707878+00:00
1552,Product_1753225075,Books,Vendor C,2025-07-22 17:57:55.719085+00:00,2025-12-29 17:57:55.719085+00:00
1553,Product_1753225080,Electronics,Vendor E,2025-07-22 17:58:00.728651+00:00,2026-03-24 17:58:00.728651+00:00
1554,Product_1753225085,Electronics,Vendor E,2025-07-22 17:58:05.737237+00:00,2026-01-22 17:58:05.737237+00:00
1555,Product_1753225090,Clothing,Vendor D,2025-07-22 17:58:10.747264+00:00,2026-06-11 17:58:10.747264+00:00
1556,Product_1753225095,Electronics,Vendor D,2025-07-22 17:58:15.758662+00:00,2025-12-28 17:58:15.758662+00:00
1557,Product_1753225100,Grocery,Vendor A,2025-07-22 17:58:20.769714+00:00,2026-03-11 17:58:20.769714+00:00
1558,Product_1753225105,Toys,Vendor B,2025-07-22 17:58:25.779184+00:00,2025-08-31 17:58:25.779184+00:00
1559,Product_1753225110,Clothing,Vendor D,2025-07-22 17:58:30.785647+00:00,2025-12-04 17:58:30.785647+00:00
1560,Product_1753225115,Clothing,Vendor B,2025-07-22 17:58:35.794555+00:00,2026-02-01 17:58:35.794555+00:00
1561,Product_1753225120,Toys,Vendor D,2025-07-22 17:58:40.804115+00:00,2025-09-06 17:58:40.804115+00:00
1562,Product_1753225125,Toys,Vendor A,2025-07-22 17:58:45.815506+00:00,2026-05-01 17:58:45.815506+00:00
1563,Product_1753225130,Grocery,Vendor E,2025-07-22 17:58:50.820736+00:00,2026-02-27 17:58:50.820736+00:00
1564,Product_1753225135,Clothing,Vendor D,2025-07-22 17:58:55.830123+00:00,2026-01-12 17:58:55.830123+00:00
1565,Product_1753225140,Books,Vendor A,2025-07-22 17:59:00.925515+00:00,2026-07-10 17:59:00.925515+00:00
1566,Product_1753225145,Clothing,Vendor B,2025-07-22 17:59:05.937024+00:00,2026-06-15 17:59:05.937024+00:00
1567,Product_1753225150,Books,Vendor D,2025-07-22 17:59:10.946916+00:00,2026-05-24 17:59:10.946916+00:00
1568,Product_1753225155,Clothing,Vendor A,2025-07-22 17:59:15.952092+00:00,2026-01-09 17:59:15.952092+00:00
1569,Product_1753225160,Grocery,Vendor D,2025-07-22 17:59:20.958683+00:00,2026-05-24 17:59:20.958683+00:00
1570,Product_1753225165,Clothing,Vendor B,2025-07-22 17:59:25.968081+00:00,2026-04-29 17:59:25.968081+00:00
1571,Product_1753225170,Clothing,Vendor B,2025-07-22 17:59:30.974494+00:00,2026-07-16 17:59:30.974494+00:00
1572,Product_1753225175,Electronics,Vendor A,2025-07-22 17:59:35.986232+00:00,2026-06-13 17:59:35.986232+00:00
1573,Product_1753225180,Toys,Vendor B,2025-07-22 17:59:40.995413+00:00,2026-02-23 17:59:40.995413+00:00
1574,Product_1753225186,Clothing,Vendor C,2025-07-22 17:59:46.000812+00:00,2026-03-16 17:59:46.000812+00:00
1575,Product_1753225191,Books,Vendor E,2025-07-22 17:59:51.010607+00:00,2025-09-05 17:59:51.010607+00:00
1576,Product_1753225196,Toys,Vendor C,2025-07-22 17:59:56.021870+00:00,2026-03-26 17:59:56.021870+00:00
1577,Product_1753225201,Books,Vendor B,2025-07-22 18:00:01.027593+00:00,2026-06-24 18:00:01.027593+00:00
1578,Product_1753225206,Books,Vendor C,2025-07-22 18:00:06.040041+00:00,2026-06-26 18:00:06.040041+00:00
1579,Product_1753225211,Toys,Vendor E,2025-07-22 18:00:11.051060+00:00,2026-02-09 18:00:11.051060+00:00
1580,Product_1753225216,Clothing,Vendor E,2025-07-22 18:00:16.060394+00:00,2025-10-06 18:00:16.060394+00:00
1581,Product_1753225221,Books,Vendor B,2025-07-22 18:00:21.069079+00:00,2026-05-08 18:00:21.069079+00:00
1582,Product_1753225226,Clothing,Vendor A,2025-07-22 18:00:26.078001+00:00,2026-04-12 18:00:26.078001+00:00
1583,Product_1753225231,Electronics,Vendor A,2025-07-22 18:00:31.087979+00:00,2025-10-13 18:00:31.087979+00:00
1584,Product_1753225236,Books,Vendor D,2025-07-22 18:00:36.099655+00:00,2025-11-23 18:00:36.099655+00:00
1585,Product_1753225241,Clothing,Vendor A,2025-07-22 18:00:41.112005+00:00,2025-10-08 18:00:41.112005+00:00
1586,Product_1753225246,Books,Vendor C,2025-07-22 18:00:46.118401+00:00,2025-11-18 18:00:46.118401+00:00
1587,Product_1753225251,Toys,Vendor D,2025-07-22 18:00:51.128328+00:00,2026-05-18 18:00:51.128328+00:00
1588,Product_1753225256,Electronics,Vendor C,2025-07-22 18:00:56.138579+00:00,2026-05-14 18:00:56.138579+00:00
1589,Product_1753225261,Electronics,Vendor C,2025-07-22 18:01:01.148189+00:00,2025-10-04 18:01:01.148189+00:00
1590,Product_1753225266,Toys,Vendor B,2025-07-22 18:01:06.157899+00:00,2026-03-14 18:01:06.157899+00:00
1591,Product_1753225271,Clothing,Vendor D,2025-07-22 18:01:11.164257+00:00,2026-07-01 18:01:11.164257+00:00
1592,Product_1753225276,Books,Vendor A,2025-07-22 18:01:16.169925+00:00,2025-12-12 18:01:16.169925+00:00
1593,Product_1753225281,Electronics,Vendor B,2025-07-22 18:01:21.175376+00:00,2026-01-16 18:01:21.175376+00:00
1594,Product_1753225286,Electronics,Vendor B,2025-07-22 18:01:26.184602+00:00,2025-11-23 18:01:26.184602+00:00
1595,Product_1753225291,Clothing,Vendor D,2025-07-22 18:01:31.193229+00:00,2026-01-13 18:01:31.193229+00:00
1596,Product_1753225296,Grocery,Vendor D,2025-07-22 18:01:36.201852+00:00,2026-05-21 18:01:36.201852+00:00
1597,Product_1753225301,Electronics,Vendor C,2025-07-22 18:01:41.213938+00:00,2026-03-11 18:01:41.213938+00:00
1598,Product_1753225306,Books,Vendor C,2025-07-22 18:01:46.224148+00:00,2026-03-18 18:01:46.224148+00:00
1599,Product_1753225311,Electronics,Vendor C,2025-07-22 18:01:51.238612+00:00,2026-03-17 18:01:51.238612+00:00
1600,Product_1753225316,Clothing,Vendor D,2025-07-22 18:01:56.245532+00:00,2025-11-18 18:01:56.245532+00:00
1601,Product_1753225321,Books,Vendor E,2025-07-22 18:02:01.255778+00:00,2026-02-06 18:02:01.255778+00:00
1602,Product_1753225326,Electronics,Vendor A,2025-07-22 18:02:06.260058+00:00,2026-05-30 18:02:06.260058+00:00
1603,Product_1753225331,Books,Vendor C,2025-07-22 18:02:11.270500+00:00,2026-07-08 18:02:11.270500+00:00
1604,Product_1753225336,Books,Vendor A,2025-07-22 18:02:16.280085+00:00,2026-02-08 18:02:16.280085+00:00
1605,Product_1753225341,Electronics,Vendor A,2025-07-22 18:02:21.286087+00:00,2026-04-16 18:02:21.286087+00:00
1606,Product_1753225346,Electronics,Vendor D,2025-07-22 18:02:26.297704+00:00,2026-05-21 18:02:26.297704+00:00
1607,Product_1753225351,Grocery,Vendor E,2025-07-22 18:02:31.307475+00:00,2025-08-28 18:02:31.307475+00:00
1608,Product_1753225356,Clothing,Vendor C,2025-07-22 18:02:36.332221+00:00,2025-08-29 18:02:36.332221+00:00
1609,Product_1753225361,Electronics,Vendor A,2025-07-22 18:02:41.343501+00:00,2025-09-20 18:02:41.343501+00:00
1610,Product_1753225366,Grocery,Vendor B,2025-07-22 18:02:46.349108+00:00,2025-09-26 18:02:46.349108+00:00
1611,Product_1753225371,Toys,Vendor E,2025-07-22 18:02:51.355167+00:00,2026-01-30 18:02:51.355167+00:00
1612,Product_1753225376,Grocery,Vendor E,2025-07-22 18:02:56.367178+00:00,2026-04-02 18:02:56.367178+00:00
1613,Product_1753225381,Clothing,Vendor B,2025-07-22 18:03:01.379468+00:00,2026-06-24 18:03:01.379468+00:00
1614,Product_1753225386,Electronics,Vendor D,2025-07-22 18:03:06.384761+00:00,2026-01-21 18:03:06.384761+00:00
1615,Product_1753225391,Toys,Vendor C,2025-07-22 18:03:11.395933+00:00,2025-12-05 18:03:11.395933+00:00
1616,Product_1753225396,Toys,Vendor B,2025-07-22 18:03:16.405186+00:00,2025-11-08 18:03:16.405186+00:00
1617,Product_1753225401,Toys,Vendor C,2025-07-22 18:03:21.415040+00:00,2025-12-09 18:03:21.415040+00:00
1618,Product_1753225406,Books,Vendor E,2025-07-22 18:03:26.427130+00:00,2025-09-21 18:03:26.427130+00:00
1619,Product_1753225411,Grocery,Vendor C,2025-07-22 18:03:31.438794+00:00,2026-04-15 18:03:31.438794+00:00
1620,Product_1753225416,Clothing,Vendor E,2025-07-22 18:03:36.445550+00:00,2026-02-15 18:03:36.445550+00:00
1621,Product_1753225421,Electronics,Vendor B,2025-07-22 18:03:41.452594+00:00,2026-07-01 18:03:41.452594+00:00
1622,Product_1753225426,Toys,Vendor D,2025-07-22 18:03:46.457357+00:00,2025-12-18 18:03:46.457357+00:00
